gene_id,symbol,all_symbols,source_group,go_ids,go_names
51750,RTEL1,RTEL1,GO10,GO:0006281;GO:0006974;GO:0031965;GO:0043247,DNA damage response;DNA repair;nuclear membrane;telomere maintenance in response to DNA damage
51776,MAP3K20,MAP3K20,GO10,GO:0000077,DNA damage checkpoint signaling
5241,PGR,PGR,GO10,GO:0051457,maintenance of protein location in nucleus
5252,PHF1,PHF1,GO10,GO:0006974;GO:0140861,DNA damage response;DNA repair-dependent chromatin remodeling
5295,PIK3R1,PIK3R1,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
5321,PLA2G4A,PLA2G4A,GO10,GO:0005635,nuclear envelope
53371,NUP54,NUP54,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965;GO:0044613,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore central transport channel;structural constituent of nuclear pore
5347,PLK1,PLK1,GO10,GO:0000795;GO:0006302;GO:0007095;GO:0097681,double-strand break repair;double-strand break repair via alternative nonhomologous end joining;mitotic G2 DNA damage checkpoint signaling;synaptonemal complex
5356,PLRG1,PLRG1,GO10,GO:0005662;GO:0031965,DNA replication factor A complex;nuclear membrane
5366,PMAIP1,PMAIP1,GO10,GO:0006974,DNA damage response
5371,PML,PML,GO10,GO:0008630;GO:0030330;GO:0042771;GO:0051457,"DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;maintenance of protein location in nucleus"
5378,PMS1,PMS1,GO10,GO:0000710;GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair
5393,EXOSC9,EXOSC9,GO10,GO:0000228,nuclear chromosome
5394,EXOSC10,EXOSC10,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5395,PMS2,PMS2,GO10,GO:0000710;GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair
54107,POLE3,POLE3,GO10,GO:0006974;GO:0008622,DNA damage response;epsilon DNA polymerase complex
54108,CHRAC1,CHRAC1,GO10,GO:0008622,epsilon DNA polymerase complex
5422,POLA1,POLA1,GO10,GO:0000731;GO:0005635;GO:0005658;GO:0006281;GO:0006289;GO:0006303;GO:1904161,alpha DNA polymerase:primase complex;DNA repair;DNA synthesis involved in DNA repair;DNA synthesis involved in UV-damage excision repair;double-strand break repair via nonhomologous end joining;nuclear envelope;nucleotide-excision repair
5423,POLB,POLB,GO10,GO:0006281;GO:0006284;GO:0006287;GO:0006290;GO:0006297;GO:0006303;GO:0006974;GO:0008630,"base-excision repair;base-excision repair, gap-filling;DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;nucleotide-excision repair, DNA gap filling;pyrimidine dimer repair"
5424,POLD1,POLD1,GO10,GO:0000731;GO:0006281;GO:0006287;GO:0006297;GO:0006974;GO:0043625;GO:0045004;GO:0070987,"base-excision repair, gap-filling;delta DNA polymerase complex;DNA damage response;DNA repair;DNA replication proofreading;DNA synthesis involved in DNA repair;error-free translesion synthesis;nucleotide-excision repair, DNA gap filling"
5425,POLD2,POLD2,GO10,GO:0006281;GO:0006974;GO:0042276;GO:0043625,delta DNA polymerase complex;DNA damage response;DNA repair;error-prone translesion synthesis
5426,POLE,POLE,GO10,GO:0000731;GO:0006281;GO:0006287;GO:0006297;GO:0006974;GO:0008622;GO:0045004,"base-excision repair, gap-filling;DNA damage response;DNA repair;DNA replication proofreading;DNA synthesis involved in DNA repair;epsilon DNA polymerase complex;nucleotide-excision repair, DNA gap filling"
5427,POLE2,POLE2,GO10,GO:0006281;GO:0008622;GO:0042276,DNA repair;epsilon DNA polymerase complex;error-prone translesion synthesis
5428,POLG,POLG,GO10,GO:0006284;GO:0006287;GO:0045004,"base-excision repair;base-excision repair, gap-filling;DNA replication proofreading"
5429,POLH,POLH,GO10,GO:0000731;GO:0006281;GO:0006290;GO:0006301;GO:0006974;GO:0019985;GO:0042276;GO:0070987,DNA damage response;DNA damage tolerance;DNA repair;DNA synthesis involved in DNA repair;error-free translesion synthesis;error-prone translesion synthesis;pyrimidine dimer repair;translesion synthesis
5438,POLR2I,POLR2I,GO10,GO:0006283,transcription-coupled nucleotide-excision repair
54386,TERF2IP,TERF2IP,GO10,GO:0000228;GO:0031848,nuclear chromosome;protection from non-homologous end joining at telomere
54465,ETAA1,ETAA1,GO10,GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA repair;nuclear replication fork
54487,DGCR8,DGCR8,GO10,GO:0006974,DNA damage response
54490,UGT2B28,UGT2B28,GO10,GO:0005640,nuclear outer membrane
54491,OTULINL,OTULINL,GO10,GO:0005635,nuclear envelope
54498,SMOX,SMOX,GO10,GO:0031965,nuclear membrane
545,ATR,ATR,GO10,GO:0000077;GO:0005635;GO:0006281;GO:0006302;GO:0006974;GO:0036297,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair;interstrand cross-link repair;nuclear envelope
54537,SHLD2,SHLD2,GO10,GO:0006281;GO:0006974;GO:0043247,DNA damage response;DNA repair;telomere maintenance in response to DNA damage
54541,DDIT4,DDIT4,GO10,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
54556,ING3,ING3,GO10,GO:0000812,Swr1 complex
54584,GNB1L,GNB1L,GO10,GO:0000077;GO:0006974,DNA damage checkpoint signaling;DNA damage response
546,ATRX,ATRX,GO10,GO:0000228;GO:0006281;GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;nuclear chromosome"
54617,INO80,INO80,GO10,GO:0000724;GO:0006281;GO:0006302;GO:0006974;GO:0031011;GO:0070914,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;Ino80 complex;UV-damage excision repair
54658,UGT1A1,UGT1A1,GO10,GO:0006974,DNA damage response
54726,OTUD4,OTUD4,GO10,GO:0006307,DNA alkylation repair
54778,RNF111,RNF111,GO10,GO:0006281;GO:0006974;GO:0070911,DNA damage response;DNA repair;global genome nucleotide-excision repair
54780,NSMCE4A,NSMCE4A,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
54788,DNAJB12,DNAJB12,GO10,GO:0031965,nuclear membrane
54799,MBTD1,MBTD1,GO10,GO:0000724,double-strand break repair via homologous recombination
54821,ERCC6L,ERCC6L,GO10,GO:0006281,DNA repair
54830,NUP62CL,NUP62CL,GO10,GO:0005635;GO:0005643;GO:0017056,nuclear envelope;nuclear pore;structural constituent of nuclear pore
54840,APTX,APTX,GO10,GO:0000012;GO:0006281;GO:0006974,DNA damage response;DNA repair;single strand break repair
548593,SLX1A,SLX1A,GO10,GO:0000228;GO:0000724;GO:0006281;GO:0006974;GO:0010792;GO:0033557,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination;nuclear chromosome;Slx1-Slx4 complex
54863,TOR4A,TOR4A,GO10,GO:0005635,nuclear envelope
54884,RETSAT,RETSAT,GO10,GO:0005640;GO:0031965,nuclear membrane;nuclear outer membrane
54891,INO80D,INO80D,GO10,GO:0006281;GO:0006974;GO:0031011,DNA damage response;DNA repair;Ino80 complex
54892,NCAPG2,NCAPG2,GO10,GO:0000794,condensed nuclear chromosome
54894,RNF43,RNF43,GO10,GO:0005635,nuclear envelope
54936,ADPRS,ADPRS,GO10,GO:0006281;GO:0006287;GO:0006974,"base-excision repair, gap-filling;DNA damage response;DNA repair"
54956,PARP16,PARP16,GO10,GO:0005635,nuclear envelope
54962,TIPIN,TIPIN,GO10,GO:0000077;GO:0006974;GO:0031298;GO:0031573;GO:0043596,DNA damage checkpoint signaling;DNA damage response;mitotic intra-S DNA damage checkpoint signaling;nuclear replication fork;replication fork protection complex
54969,HPF1,HPF1,GO10,GO:0006281;GO:0006302;GO:0006974;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair
54984,PINX1,PINX1,GO10,GO:0000228,nuclear chromosome
5499,PPP1CA,PPP1CA,GO10,GO:0043247,telomere maintenance in response to DNA damage
55010,PARPBP,PARPBP,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
55031,USP47,USP47,GO10,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
55051,NRDE2,NRDE2,GO10,GO:0006974,DNA damage response
55075,UACA,UACA,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
55120,FANCL,FANCL,GO10,GO:0005635;GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair;nuclear envelope
55135,WRAP53,WRAP53,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
55151,TMEM38B,TMEM38B,GO10,GO:0031965,nuclear membrane
55159,RFWD3,RFWD3,GO10,GO:0000724;GO:0006281;GO:0006974;GO:0031571;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair;mitotic G1 DNA damage checkpoint signaling
55161,TMEM33,TMEM33,GO10,GO:0005635,nuclear envelope
55167,MSL2,MSL2,GO10,GO:0006974,DNA damage response
55170,PRMT6,PRMT6,GO10,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
55182,RNF220,RNF220,GO10,GO:0005652,nuclear lamina
55183,RIF1,RIF1,GO10,GO:0006281;GO:0006974;GO:0031965;GO:0043247,DNA damage response;DNA repair;nuclear membrane;telomere maintenance in response to DNA damage
55193,PBRM1,PBRM1,GO10,GO:0000228,nuclear chromosome
55209,SETD5,SETD5,GO10,GO:0034967;GO:0070210,Rpd3L-Expanded complex;Set3 complex
55210,ATAD3A,ATAD3A,GO10,GO:0006974,DNA damage response
55215,FANCI,FANCI,GO10,GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;interstrand cross-link repair
55218,EXD2,EXD2,GO10,GO:0000724;GO:0000729;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination
55219,MACO1,MACO1,GO10,GO:0031965,nuclear membrane
55236,UBA6,UBA6,GO10,GO:0006974,DNA damage response
55247,NEIL3,NEIL3,GO10,GO:0000012;GO:0006281;GO:0006284;GO:0006285;GO:0006974;GO:0036297;GO:0045007,"base-excision repair;base-excision repair, AP site formation;depurination;DNA damage response;DNA repair;interstrand cross-link repair;single strand break repair"
55249,YY1AP1,YY1AP1,GO10,GO:0031011,Ino80 complex
55284,UBE2W,UBE2W,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
55294,FBXW7,FBXW7,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5531,PPP4C,PPP4C,GO10,GO:0000724,double-strand break repair via homologous recombination
55317,AP5S1,AP5S1,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
55326,AGPAT5,AGPAT5,GO10,GO:0005635,nuclear envelope
55329,MNS1,MNS1,GO10,GO:0005635,nuclear envelope
55339,WDR33,WDR33,GO10,GO:0006301,DNA damage tolerance
55345,ZGRF1,ZGRF1,GO10,GO:0000725;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair;recombinational repair
5536,PPP5C,PPP5C,GO10,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair
55367,PIDD1,PIDD1,GO10,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
55379,LRRC59,LRRC59,GO10,GO:0005635,nuclear envelope
55388,MCM10,MCM10,GO10,GO:0006974;GO:0043596,DNA damage response;nuclear replication fork
55506,MACROH2A2,MACROH2A2,GO10,GO:0001740,Barr body
5557,PRIM1,PRIM1,GO10,GO:0005658,alpha DNA polymerase:primase complex
5558,PRIM2,PRIM2,GO10,GO:0005658,alpha DNA polymerase:primase complex
55602,CDKN2AIP,CDKN2AIP,GO10,GO:0006974,DNA damage response
55611,OTUB1,OTUB1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
55613,MTMR8,MTMR8,GO10,GO:0005635,nuclear envelope
55627,SMPD4,SMPD4,GO10,GO:0005635;GO:0005640,nuclear envelope;nuclear outer membrane
55671,PPP4R3A,PPP4R3A,GO10,GO:0006974,DNA damage response
55693,KDM4D,KDM4D,GO10,GO:0000724;GO:0006974,DNA damage response;double-strand break repair via homologous recombination
55705,IPO9,IPO9,GO10,GO:0005635,nuclear envelope
55706,NDC1,NDC1,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031965;GO:0070762,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore transmembrane ring;structural constituent of nuclear pore
55719,SLF2,SLF2,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
55732,FIRRM,FIRRM,GO10,GO:0036297,interstrand cross-link repair
55738,ARFGAP1,ARFGAP1,GO10,GO:0031965,nuclear membrane
55746,NUP133,NUP133,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031080;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore outer ring;structural constituent of nuclear pore
55749,CCAR1,CCAR1,GO10,GO:0005641,nuclear envelope lumen
55775,TDP1,TDP1,GO10,GO:0000012;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair;single strand break repair
55787,TXLNG,TXLNG,GO10,GO:0031965,nuclear membrane
55791,LRIF1,LRIF1,GO10,GO:0001740,Barr body
55795,PCID2,PCID2,GO10,GO:0005643;GO:0044615,nuclear pore;nuclear pore nuclear basket
5580,PRKCD,PRKCD,GO10,GO:0006974,DNA damage response
55852,TEX2,TEX2,GO10,GO:0031965,nuclear membrane
55869,HDAC8,HDAC8,GO10,GO:0000228,nuclear chromosome
5590,PRKCZ,PRKCZ,GO10,GO:0005635,nuclear envelope
55904,KMT2E,KMT2E,GO10,GO:0034967;GO:0070210,Rpd3L-Expanded complex;Set3 complex
5591,PRKDC,PRKDC,GO10,GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0008630;GO:0031571;GO:0097681,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;mitotic G1 DNA damage checkpoint signaling
55914,ERBIN,ERBIN,GO10,GO:0031965,nuclear membrane
55916,NXT2,NXT2,GO10,GO:0044613,nuclear pore central transport channel
55929,DMAP1,DMAP1,GO10,GO:0000812;GO:0006281,DNA repair;Swr1 complex
5593,PRKG2,PRKG2,GO10,GO:0031965,nuclear membrane
5594,MAPK1,MAPK1,GO10,GO:0006974,DNA damage response
5595,MAPK3,MAPK3,GO10,GO:0005635;GO:0006974;GO:0042770,DNA damage response;nuclear envelope;signal transduction in response to DNA damage
5608,MAP2K6,MAP2K6,GO10,GO:0042770,signal transduction in response to DNA damage
56154,TEX15,TEX15,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56158,TEX12,TEX12,GO10,GO:0000711;GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;meiotic DNA repair synthesis;synaptonemal complex
56159,TEX11,TEX11,GO10,GO:0000794;GO:0000795;GO:0000801,central element;condensed nuclear chromosome;synaptonemal complex
56160,NSMCE3,NSMCE3,GO10,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
56255,TMX4,TMX4,GO10,GO:0005637,nuclear inner membrane
56339,METTL3,METTL3,GO10,GO:0006974,DNA damage response
5663,PSEN1,PSEN1,GO10,GO:0005640;GO:0006974;GO:0031965,DNA damage response;nuclear membrane;nuclear outer membrane
5664,PSEN2,PSEN2,GO10,GO:0005637;GO:0031965,nuclear inner membrane;nuclear membrane
56647,BCCIP,BCCIP,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56655,POLE4,POLE4,GO10,GO:0008622,epsilon DNA polymerase complex
56658,TRIM39,TRIM39,GO10,GO:0007095,mitotic G2 DNA damage checkpoint signaling
56776,FMN2,FMN2,GO10,GO:0006974,DNA damage response
5682,PSMA1,PSMA1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5683,PSMA2,PSMA2,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5684,PSMA3,PSMA3,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5685,PSMA4,PSMA4,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56852,RAD18,RAD18,GO10,GO:0006281;GO:0006301;GO:0006974,DNA damage response;DNA damage tolerance;DNA repair
5686,PSMA5,PSMA5,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5687,PSMA6,PSMA6,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5688,PSMA7,PSMA7,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5689,PSMB1,PSMB1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56893,UBQLN4,UBQLN4,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56894,AGPAT3,AGPAT3,GO10,GO:0005635,nuclear envelope
56897,WRNIP1,WRNIP1,GO10,GO:0000731;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA synthesis involved in DNA repair
5690,PSMB2,PSMB2,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5691,PSMB3,PSMB3,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56916,SMARCAD1,SMARCAD1,GO10,GO:0000729;GO:0006281;GO:0006974;GO:0043596,DNA damage response;DNA double-strand break processing;DNA repair;nuclear replication fork
5692,PSMB4,PSMB4,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5693,PSMB5,PSMB5,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
5694,PSMB6,PSMB6,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56941,HMCES,HMCES,GO10,GO:0006281;GO:0006974;GO:0036297;GO:0097681;GO:0106300,DNA damage response;DNA repair;double-strand break repair via alternative nonhomologous end joining;interstrand cross-link repair;protein-DNA covalent cross-linking repair
56943,ENY2,ENY2,GO10,GO:0005643;GO:0044615,nuclear pore;nuclear pore nuclear basket
56946,EMSY,EMSY,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56949,XAB2,XAB2,GO10,GO:0006281;GO:0006283;GO:0006974,DNA damage response;DNA repair;transcription-coupled nucleotide-excision repair
5695,PSMB7,PSMB7,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
56965,PARP6,PARP6,GO10,GO:0005635,nuclear envelope
56979,PRDM9,PRDM9,GO10,GO:1990918,double-strand break repair involved in meiotic recombination
57097,PARP11,PARP11,GO10,GO:0005635;GO:0005643,nuclear envelope;nuclear pore
571,BACH1,BACH1,GO10,GO:0006281,DNA repair
57103,TIGAR,TIGAR,GO10,GO:0006974,DNA damage response
57109,REXO4,REXO4,GO10,GO:0006281,DNA repair
57110,PLAAT1,PLAAT1,GO10,GO:0005641,nuclear envelope lumen
57113,TRPC7,TRPC7,GO10,GO:0005635,nuclear envelope
57122,NUP107,NUP107,GO10,GO:0005635;GO:0005643;GO:0017056;GO:0031080;GO:0031965,nuclear envelope;nuclear membrane;nuclear pore;nuclear pore outer ring;structural constituent of nuclear pore
57132,CHMP1B,CHMP1B,GO10,GO:0005643,nuclear pore
57142,RTN4,RTN4,GO10,GO:0005635,nuclear envelope
57144,PAK5,PAK5,GO10,GO:0031965,nuclear membrane
57162,PELI1,PELI1,GO10,GO:0006281;GO:0006974,DNA damage response;DNA repair
572,BAD,BAD,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
57214,CEMIP,CEMIP,GO10,GO:0031965,nuclear membrane
57223,PPP4R3B,PPP4R3B,GO10,GO:0006974,DNA damage response
5730,PTGDS,PTGDS,GO10,GO:0031965,nuclear membrane
5733,PTGER3,PTGER3,GO10,GO:0005635,nuclear envelope
5743,PTGS2,PTGS2,GO10,GO:0005637;GO:0005640,nuclear inner membrane;nuclear outer membrane
57462,MYORG,MYORG,GO10,GO:0031965,nuclear membrane
57508,INTS2,INTS2,GO10,GO:0031965,nuclear membrane
57521,RPTOR,RPTOR,GO10,GO:0006974,DNA damage response
57540,DISP3,DISP3,GO10,GO:0031965,nuclear membrane
57551,TAOK1,TAOK1,GO10,GO:0006281;GO:0006974;GO:0007095,DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
