gene_id,symbol,all_symbols,source_group,go_ids,go_names
597,BCL2A1,BCL2A1,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
5976,UPF1,UPF1,GO10,GO:0006281,DNA repair
598,BCL2L1,BCL2L1,GO10,GO:0008630;GO:0031965,intrinsic apoptotic signaling pathway in response to DNA damage;nuclear membrane
5980,REV3L,REV3L,GO10,GO:0000724;GO:0006281;GO:0006974;GO:0019985;GO:0042276,DNA damage response;DNA repair;double-strand break repair via homologous recombination;error-prone translesion synthesis;translesion synthesis
5981,RFC1,RFC1,GO10,GO:0006281,DNA repair
5982,RFC2,RFC2,GO10,GO:0006281,DNA repair
5983,RFC3,RFC3,GO10,GO:0000731;GO:0006281,DNA repair;DNA synthesis involved in DNA repair
5984,RFC4,RFC4,GO10,GO:0006281,DNA repair
5985,RFC5,RFC5,GO10,GO:0006281,DNA repair
5987,TRIM27,TRIM27,GO10,GO:0031965,nuclear membrane
599,BCL2L2,BCL2L2,GO10,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
6002,RGS12,RGS12,GO10,GO:0000794,condensed nuclear chromosome
602,BCL3,BCL3,GO10,GO:0006974;GO:0030330;GO:0042771,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"
604,BCL6,BCL6,GO10,GO:0006974,DNA damage response
6049,RNF6,RNF6,GO10,GO:0031965,nuclear membrane
60561,RINT1,RINT1,GO10,GO:0007095,mitotic G2 DNA damage checkpoint signaling
6117,RPA1,RPA1,GO10,GO:0000228;GO:0000724;GO:0000794;GO:0000800;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974,base-excision repair;condensed nuclear chromosome;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;lateral element;mismatch repair;nuclear chromosome;nucleotide-excision repair
6118,RPA2,RPA2,GO10,GO:0000077;GO:0000724;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974;GO:0031571,base-excision repair;DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;mismatch repair;mitotic G1 DNA damage checkpoint signaling;nucleotide-excision repair
6119,RPA3,RPA3,GO10,GO:0000724;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974,base-excision repair;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;mismatch repair;nucleotide-excision repair
6154,RPL26,RPL26,GO10,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
6188,RPS3,RPS3,GO10,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
6240,RRM1,RRM1,GO10,GO:0000731;GO:0006281,DNA repair;DNA synthesis involved in DNA repair
6241,RRM2,RRM2,GO10,GO:0006281,DNA repair
6272,SORT1,SORT1,GO10,GO:0031965,nuclear membrane
6277,S100A6,S100A6,GO10,GO:0005635,nuclear envelope
6300,MAPK12,MAPK12,GO10,GO:0042770,signal transduction in response to DNA damage
637,BID,BID,GO10,GO:0042770,signal transduction in response to DNA damage
6386,SDCBP,SDCBP,GO10,GO:0031965,nuclear membrane
63901,FAM111A,FAM111A,GO10,GO:0006281;GO:0006974;GO:0106300,DNA damage response;DNA repair;protein-DNA covalent cross-linking repair
6396,SEC13,SEC13,GO10,GO:0005635;GO:0005643;GO:0031080,nuclear envelope;nuclear pore;nuclear pore outer ring
63967,CLSPN,CLSPN,GO10,GO:0000077;GO:0006281;GO:0006974;GO:0007095,DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic G2 DNA damage checkpoint signaling
63979,FIGNL1,FIGNL1,GO10,GO:0000228;GO:0036297,interstrand cross-link repair;nuclear chromosome
