symbol,source_group,go_ids,go_names
RBBP5,GO8,GO:0006974;GO:0035097;GO:0044665;GO:0044666;GO:0048188;GO:0071339,DNA damage response;histone methyltransferase complex;MLL1 complex;MLL1/2 complex;MLL3/4 complex;Set1C/COMPASS complex
RBBP6,GO8,GO:0006974,DNA damage response
RBBP7,GO8,GO:0000118;GO:0016581;GO:0016589;GO:0035098;GO:0070822,ESC/E(Z) complex;histone deacetylase complex;NuRD complex;NURF complex;Sin3-type complex
RBBP8,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0010792;GO:0070533,BRCA1-C complex;DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination
RBL1,GO8,GO:0070176,DRM complex
RBL2,GO8,GO:0070176,DRM complex
RBM17,GO8,GO:0005681,spliceosomal complex
RBM22,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
RBM24,GO8,GO:0006974,DNA damage response
RBM28,GO8,GO:0005681,spliceosomal complex
RBM3,GO8,GO:0005681,spliceosomal complex
RBM41,GO8,GO:0005689,U12-type spliceosomal complex
RBM42,GO8,GO:0005681;GO:0046540;GO:0071011,precatalytic spliceosome;spliceosomal complex;U4/U6 x U5 tri-snRNP complex
RBM44,GO8,GO:0071013,catalytic step 2 spliceosome
RBM46,GO8,GO:0030895,apolipoprotein B mRNA editing enzyme complex
RBM47,GO8,GO:0030895,apolipoprotein B mRNA editing enzyme complex
RBM48,GO8,GO:0005681;GO:0071018,spliceosomal complex;U12-type catalytic step 2 spliceosome
RBM5,GO8,GO:0005681,spliceosomal complex
RBM7,GO8,GO:0062141,nuclear exosome targeting complex
RBM8A,GO8,GO:0005681;GO:0035145;GO:0071006;GO:0071007;GO:0071013;GO:0071020;GO:1990501,catalytic step 2 spliceosome;exon-exon junction complex;exon-exon junction subcomplex mago-y14;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
RBMX,GO8,GO:0005681;GO:0044530;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;supraspliceosomal complex
RBMX2,GO8,GO:0005681;GO:0005686;GO:0070274;GO:0071005;GO:0071006;GO:0071011;GO:0071018,precatalytic spliceosome;RES complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome
RBMXL1,GO8,GO:0005681,spliceosomal complex
RBMY1A1,GO8,GO:0005681,spliceosomal complex
RBMY1B,GO8,GO:0005681,spliceosomal complex
RBMY1D,GO8,GO:0005681,spliceosomal complex
RBMY1E,GO8,GO:0005681,spliceosomal complex
RBMY1F,GO8,GO:0005681,spliceosomal complex
RBPJ,GO8,GO:1990433,CSL-Notch-Mastermind transcription factor complex
RBX1,GO8,GO:0000109;GO:0006281;GO:0006283;GO:0006289;GO:0006974;GO:0042770,DNA damage response;DNA repair;nucleotide-excision repair;nucleotide-excision repair complex;signal transduction in response to DNA damage;transcription-coupled nucleotide-excision repair
RCC1,GO8,GO:0000794,condensed nuclear chromosome
RCHY1,GO8,GO:0070987,error-free translesion synthesis
RCL1,GO8,GO:0032040,small-subunit processome
RCOR1,GO8,GO:0000118;GO:0035097,histone deacetylase complex;histone methyltransferase complex
RCOR2,GO8,GO:0000118,histone deacetylase complex
RCOR3,GO8,GO:0000118,histone deacetylase complex
REC8,GO8,GO:0000724;GO:0000794;GO:0000795;GO:0000800;GO:0006302,condensed nuclear chromosome;double-strand break repair;double-strand break repair via homologous recombination;lateral element;synaptonemal complex
RECQL,GO8,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
RECQL4,GO8,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
RECQL5,GO8,GO:0000724;GO:0006281;GO:0006974;GO:1990414,DNA damage response;DNA repair;double-strand break repair via homologous recombination;replication-born double-strand break repair via sister chromatid exchange
REL,GO8,GO:0071159,NF-kappaB complex
RELA,GO8,GO:0035525;GO:0071159,NF-kappaB complex;NF-kappaB p50/p65 complex
RELB,GO8,GO:0071159,NF-kappaB complex
RERE,GO8,GO:0000118,histone deacetylase complex
REV1,GO8,GO:0006281;GO:0006974;GO:0019985;GO:0042276;GO:0043596;GO:0070987,DNA damage response;DNA repair;error-free translesion synthesis;error-prone translesion synthesis;nuclear replication fork;translesion synthesis
REV3L,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0019985;GO:0042276,DNA damage response;DNA repair;double-strand break repair via homologous recombination;error-prone translesion synthesis;translesion synthesis
REXO4,GO8,GO:0006281,DNA repair
RFC1,GO8,GO:0006281,DNA repair
RFC2,GO8,GO:0006281;GO:0031390,Ctf18 RFC-like complex;DNA repair
RFC3,GO8,GO:0000731;GO:0006281;GO:0031390,Ctf18 RFC-like complex;DNA repair;DNA synthesis involved in DNA repair
RFC4,GO8,GO:0006281;GO:0031390,Ctf18 RFC-like complex;DNA repair
RFC5,GO8,GO:0006281;GO:0031390,Ctf18 RFC-like complex;DNA repair
RFWD3,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0031571;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair;mitotic G1 DNA damage checkpoint signaling
RFX5,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RFXANK,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RFXAP,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RGPD1,GO8,GO:0005643,nuclear pore
RGPD2,GO8,GO:0005643,nuclear pore
RGPD3,GO8,GO:0005643,nuclear pore
RGPD4,GO8,GO:0005643,nuclear pore
RGPD5,GO8,GO:0005643,nuclear pore
RGPD8,GO8,GO:0005643,nuclear pore
RGS12,GO8,GO:0000794,condensed nuclear chromosome
RHEB,GO8,GO:0005681,spliceosomal complex
RHNO1,GO8,GO:0000077;GO:0000725;GO:0006281;GO:0006974;GO:0097681,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair via alternative nonhomologous end joining;recombinational repair
RIF1,GO8,GO:0006281;GO:0006974;GO:0043247,DNA damage response;DNA repair;telomere maintenance in response to DNA damage
RING1,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
RINT1,GO8,GO:0007095,mitotic G2 DNA damage checkpoint signaling
RIPK1,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
RMI1,GO8,GO:0000724,double-strand break repair via homologous recombination
RMI2,GO8,GO:0000724;GO:0006281,DNA repair;double-strand break repair via homologous recombination
RNASEH2A,GO8,GO:0006298,mismatch repair
RNASEH2B,GO8,GO:0006298,mismatch repair
RNASEH2C,GO8,GO:0006298,mismatch repair
RNF111,GO8,GO:0006281;GO:0006974;GO:0070911,DNA damage response;DNA repair;global genome nucleotide-excision repair
RNF113A,GO8,GO:0005681;GO:0005684;GO:0006281;GO:0006974;GO:0071005;GO:0071018,DNA damage response;DNA repair;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
RNF113B,GO8,GO:0005684,U2-type spliceosomal complex
RNF138,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0010792,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA repair;double-strand break repair via homologous recombination
RNF168,GO8,GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0036297;GO:0097680;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;double-strand break repair via classical nonhomologous end joining;double-strand break repair via nonhomologous end joining;interstrand cross-link repair
RNF169,GO8,GO:0000724;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination
RNF2,GO8,GO:0031519;GO:0035102;GO:0071339,MLL1 complex;PcG protein complex;PRC1 complex
RNF212,GO8,GO:0000795,synaptonemal complex
RNF8,GO8,GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0036297;GO:0042770;GO:0140861,DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair;double-strand break repair via nonhomologous end joining;interstrand cross-link repair;signal transduction in response to DNA damage
RNMT,GO8,GO:0031533,mRNA capping enzyme complex
RNPC3,GO8,GO:0005681;GO:0005689;GO:0034693,spliceosomal complex;U11/U12 snRNP;U12-type spliceosomal complex
RNPS1,GO8,GO:0035145,exon-exon junction complex
RPA1,GO8,GO:0000228;GO:0000724;GO:0000794;GO:0000800;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974,base-excision repair;condensed nuclear chromosome;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;lateral element;mismatch repair;nuclear chromosome;nucleotide-excision repair
RPA2,GO8,GO:0000077;GO:0000724;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974;GO:0031571,base-excision repair;DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;mismatch repair;mitotic G1 DNA damage checkpoint signaling;nucleotide-excision repair
RPA3,GO8,GO:0000724;GO:0005662;GO:0006281;GO:0006284;GO:0006289;GO:0006298;GO:0006974,base-excision repair;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;mismatch repair;nucleotide-excision repair
RPA4,GO8,GO:0000077;GO:0000724;GO:0005662;GO:0006281;GO:0006289;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via homologous recombination;nucleotide-excision repair
RPL26,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
RPP14,GO8,GO:0005655,nucleolar ribonuclease P complex
RPP21,GO8,GO:0005655,nucleolar ribonuclease P complex
RPP25,GO8,GO:0005655,nucleolar ribonuclease P complex
RPP30,GO8,GO:0005655,nucleolar ribonuclease P complex
RPP38,GO8,GO:0005655,nucleolar ribonuclease P complex
RPP40,GO8,GO:0005655,nucleolar ribonuclease P complex
RPS11,GO8,GO:0032040,small-subunit processome
RPS12,GO8,GO:0032040,small-subunit processome
RPS13,GO8,GO:0032040,small-subunit processome
RPS14,GO8,GO:0032040,small-subunit processome
RPS15A,GO8,GO:0032040,small-subunit processome
RPS16,GO8,GO:0032040,small-subunit processome
RPS17,GO8,GO:0032040,small-subunit processome
RPS19,GO8,GO:0032040,small-subunit processome
RPS19BP1,GO8,GO:0032040,small-subunit processome
RPS23,GO8,GO:0032040,small-subunit processome
RPS24,GO8,GO:0032040,small-subunit processome
RPS27A,GO8,GO:0032040,small-subunit processome
RPS27L,GO8,GO:0030330;GO:0031571;GO:0042771,"DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;mitotic G1 DNA damage checkpoint signaling"
RPS28,GO8,GO:0032040,small-subunit processome
RPS3,GO8,GO:0006281;GO:0006284;GO:0006974;GO:0071159,base-excision repair;DNA damage response;DNA repair;NF-kappaB complex
RPS3A,GO8,GO:0032040,small-subunit processome
RPS4X,GO8,GO:0032040,small-subunit processome
RPS5,GO8,GO:0032040,small-subunit processome
RPS6,GO8,GO:0032040,small-subunit processome
RPS6KA6,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
RPS7,GO8,GO:0032040,small-subunit processome
RPS8,GO8,GO:0032040,small-subunit processome
RPS9,GO8,GO:0032040,small-subunit processome
RPTOR,GO8,GO:0006974,DNA damage response
RRM1,GO8,GO:0000731;GO:0006281,DNA repair;DNA synthesis involved in DNA repair
RRM2,GO8,GO:0006281,DNA repair
RRM2B,GO8,GO:0000731;GO:0006281;GO:0006974,DNA damage response;DNA repair;DNA synthesis involved in DNA repair
RRP7A,GO8,GO:0032040;GO:0032545;GO:0034456,CURI complex;small-subunit processome;UTP-C complex
RRP8,GO8,GO:0005677;GO:0061773,chromatin silencing complex;eNoSc complex
RRP9,GO8,GO:0032040,small-subunit processome
RRS1,GO8,GO:0000794,condensed nuclear chromosome
RSF1,GO8,GO:0031213,RSF complex
RSPH1,GO8,GO:0000794,condensed nuclear chromosome
RTEL1,GO8,GO:0006281;GO:0006974;GO:0043247,DNA damage response;DNA repair;telomere maintenance in response to DNA damage
RTF1,GO8,GO:0016593,Cdc73/Paf1 complex
RUNX1,GO8,GO:0016513,core-binding factor complex
RUNX2,GO8,GO:0016513,core-binding factor complex
RUNX3,GO8,GO:0016513,core-binding factor complex
RUVBL1,GO8,GO:0000812;GO:0006281;GO:0006974;GO:0031011;GO:0071339,DNA damage response;DNA repair;Ino80 complex;MLL1 complex;Swr1 complex
RUVBL2,GO8,GO:0000812;GO:0006281;GO:0006974;GO:0031011;GO:0071339,DNA damage response;DNA repair;Ino80 complex;MLL1 complex;Swr1 complex
RXRA,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RXRB,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RXRG,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RYBP,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
S100A10,GO8,GO:0090575,RNA polymerase II transcription regulator complex
SAE1,GO8,GO:0031510,SUMO activating enzyme complex
SAGE1,GO8,GO:0032039,integrator complex
SAMD11,GO8,GO:0035102,PRC1 complex
SAMD7,GO8,GO:0035102,PRC1 complex
SAMHD1,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
SAP130,GO8,GO:0070822,Sin3-type complex
SAP18,GO8,GO:0000118;GO:0035145,exon-exon junction complex;histone deacetylase complex
SAP30,GO8,GO:0000118;GO:0070822,histone deacetylase complex;Sin3-type complex
SAP30L,GO8,GO:0000118;GO:0070822,histone deacetylase complex;Sin3-type complex
SARNP,GO8,GO:0000346,transcription export complex
SART1,GO8,GO:0005681;GO:0046540;GO:0071005;GO:0071009;GO:0071011;GO:0071013;GO:0071016,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex
SART3,GO8,GO:0005681;GO:0005688;GO:0005691;GO:0046540;GO:0071001;GO:0071002,spliceosomal complex;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac snRNP;U6 snRNP;U6atac snRNP
SATB2,GO8,GO:0000118,histone deacetylase complex
SCAF8,GO8,GO:0005849,mRNA cleavage factor complex
SCML2,GO8,GO:0031519,PcG protein complex
SCNM1,GO8,GO:0005681;GO:0005689;GO:0071016;GO:0071018,spliceosomal complex;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex
SDE2,GO8,GO:0031571,mitotic G1 DNA damage checkpoint signaling
SEC13,GO8,GO:0005643;GO:0031080,nuclear pore;nuclear pore outer ring
SEH1L,GO8,GO:0005643;GO:0031080,nuclear pore;nuclear pore outer ring
SENP2,GO8,GO:0005643,nuclear pore
SENP3,GO8,GO:0071339,MLL1 complex
SESN2,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
SETD1A,GO8,GO:0006974;GO:0035097;GO:0048188,DNA damage response;histone methyltransferase complex;Set1C/COMPASS complex
SETD1B,GO8,GO:0035097;GO:0048188,histone methyltransferase complex;Set1C/COMPASS complex
SETD2,GO8,GO:0006281;GO:0006298;GO:0006974,DNA damage response;DNA repair;mismatch repair
SETD5,GO8,GO:0034967;GO:0070210,Rpd3L-Expanded complex;Set3 complex
SETD7,GO8,GO:0006974,DNA damage response
SETMAR,GO8,GO:0000729;GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair via nonhomologous end joining
SETX,GO8,GO:0000228;GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair;nuclear chromosome
SF1,GO8,GO:0005681;GO:0089701,spliceosomal complex;U2AF complex
SF3A1,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
SF3A2,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
SF3A3,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0071005;GO:0071006;GO:0071011;GO:0071013,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
SF3B1,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071004;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018;GO:0110016,B-WICH complex;catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type prespliceosome;U2-type spliceosomal complex
SF3B2,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
SF3B3,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071013;GO:0071016;GO:0071018,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
SF3B4,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071016;GO:0071018,precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
SF3B5,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0034693;GO:0071005;GO:0071006;GO:0071011;GO:0071016;GO:0071018,precatalytic spliceosome;spliceosomal complex;U11/U12 snRNP;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
