symbol,source_group,go_ids,go_names
PARG,GO8,GO:0006287;GO:0006974,"base-excision repair, gap-filling;DNA damage response"
PARK7,GO8,GO:0006281;GO:0006974;GO:0046826,DNA damage response;DNA repair;negative regulation of protein export from nucleus
PARP1,GO8,GO:0006281;GO:0006302;GO:0006974;GO:0043504;GO:0043596,DNA damage response;DNA repair;double-strand break repair;mitochondrial DNA repair;nuclear replication fork
PARP10,GO8,GO:0006281;GO:0006974;GO:0019985,DNA damage response;DNA repair;translesion synthesis
PARP11,GO8,GO:0005643,nuclear pore
PARP2,GO8,GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0140861,base-excision repair;DNA damage response;DNA repair;DNA repair-dependent chromatin remodeling;double-strand break repair
PARP3,GO8,GO:0006281;GO:0006302;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via nonhomologous end joining
PARP4,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PARP9,GO8,GO:0000077;GO:0006281;GO:0006302;GO:0006974,DNA damage checkpoint signaling;DNA damage response;DNA repair;double-strand break repair
PARPBP,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PASD1,GO8,GO:1990512;GO:1990513,CLOCK-BMAL transcription complex;Cry-Per complex
PAXIP1,GO8,GO:0006281;GO:0006974;GO:0030330;GO:0035097;GO:0044666,"DNA damage response;DNA damage response, signal transduction by p53 class mediator;DNA repair;histone methyltransferase complex;MLL3/4 complex"
PBRM1,GO8,GO:0000228;GO:0016514;GO:0016586,nuclear chromosome;RSC-type complex;SWI/SNF complex
PBX1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PCF11,GO8,GO:0005849,mRNA cleavage factor complex
PCGF1,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PCGF2,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PCGF3,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PCGF5,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PCGF6,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PCID2,GO8,GO:0005643;GO:0044615;GO:0070390,nuclear pore;nuclear pore nuclear basket;transcription export complex 2
PCNA,GO8,GO:0006281;GO:0006287;GO:0006298;GO:0006974;GO:0019985;GO:0043596;GO:0043626;GO:0070557,"base-excision repair, gap-filling;DNA damage response;DNA repair;mismatch repair;nuclear replication fork;PCNA complex;PCNA-p21 complex;translesion synthesis"
PDCD11,GO8,GO:0032040,small-subunit processome
PDCD7,GO8,GO:0005681;GO:0005689;GO:0034693;GO:0071016,spliceosomal complex;U11/U12 snRNP;U12-type precatalytic spliceosome;U12-type spliceosomal complex
PDS5B,GO8,GO:0000724,double-strand break repair via homologous recombination
PELI1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PELP1,GO8,GO:0071339,MLL1 complex
PER2,GO8,GO:1990512,Cry-Per complex
PES1,GO8,GO:0070545,PeBoW complex
PEX2,GO8,GO:0016593,Cdc73/Paf1 complex
PGR,GO8,GO:0051457,maintenance of protein location in nucleus
PHC1,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PHC2,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PHC3,GO8,GO:0031519;GO:0035102,PcG protein complex;PRC1 complex
PHF1,GO8,GO:0006974;GO:0035098;GO:0140861,DNA damage response;DNA repair-dependent chromatin remodeling;ESC/E(Z) complex
PHF10,GO8,GO:0016514;GO:0016586;GO:0071564,npBAF complex;RSC-type complex;SWI/SNF complex
PHF12,GO8,GO:0070822,Sin3-type complex
PHF13,GO8,GO:0006974,DNA damage response
PHF19,GO8,GO:0035098,ESC/E(Z) complex
PHF20,GO8,GO:0071339,MLL1 complex
PHF21A,GO8,GO:0000118,histone deacetylase complex
PHF5A,GO8,GO:0005681;GO:0005684;GO:0005686;GO:0005689;GO:0071005;GO:0071006;GO:0071011;GO:0071016;GO:0071018,precatalytic spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U12-type spliceosomal complex;U2 snRNP;U2-type catalytic step 1 spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex
PHLDA3,GO8,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
PIAS1,GO8,GO:0006974,DNA damage response
PIAS4,GO8,GO:0006302,double-strand break repair
PIF1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PIK3R1,GO8,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage
PINX1,GO8,GO:0000228,nuclear chromosome
PIP5K1A,GO8,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
PLCG1,GO8,GO:0008180,COP9 signalosome
PLK1,GO8,GO:0000795;GO:0006302;GO:0007095;GO:0097681,double-strand break repair;double-strand break repair via alternative nonhomologous end joining;mitotic G2 DNA damage checkpoint signaling;synaptonemal complex
PLK2,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
PLK3,GO8,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
PLK5,GO8,GO:0006974,DNA damage response
PLRG1,GO8,GO:0005662;GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071018;GO:0071020,catalytic step 2 spliceosome;DNA replication factor A complex;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
PMAIP1,GO8,GO:0006974,DNA damage response
PML,GO8,GO:0008630;GO:0030330;GO:0042771;GO:0051457,"DNA damage response, signal transduction by p53 class mediator;intrinsic apoptotic signaling pathway in response to DNA damage;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;maintenance of protein location in nucleus"
PMS1,GO8,GO:0000710;GO:0006281;GO:0006298;GO:0006974;GO:0032390,DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair;MutLbeta complex
PMS2,GO8,GO:0000710;GO:0006281;GO:0006298;GO:0006974;GO:0032389,DNA damage response;DNA repair;meiotic mismatch repair;mismatch repair;MutLalpha complex
PNKP,GO8,GO:0006281;GO:0006287;GO:0006289;GO:0006303;GO:0006974;GO:0070421,"base-excision repair, gap-filling;DNA damage response;DNA ligase III-XRCC1 complex;DNA repair;double-strand break repair via nonhomologous end joining;nucleotide-excision repair"
PNN,GO8,GO:0005681;GO:0035145;GO:0071013,catalytic step 2 spliceosome;exon-exon junction complex;spliceosomal complex
PNO1,GO8,GO:0032040,small-subunit processome
POGZ,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
POLA1,GO8,GO:0000731;GO:0005658;GO:0006281;GO:0006289;GO:0006303;GO:1904161,alpha DNA polymerase:primase complex;DNA repair;DNA synthesis involved in DNA repair;DNA synthesis involved in UV-damage excision repair;double-strand break repair via nonhomologous end joining;nucleotide-excision repair
POLA2,GO8,GO:0005658,alpha DNA polymerase:primase complex
POLB,GO8,GO:0006281;GO:0006284;GO:0006287;GO:0006290;GO:0006297;GO:0006303;GO:0006974;GO:0008630;GO:0070421,"base-excision repair;base-excision repair, gap-filling;DNA damage response;DNA ligase III-XRCC1 complex;DNA repair;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;nucleotide-excision repair, DNA gap filling;pyrimidine dimer repair"
POLD1,GO8,GO:0000109;GO:0000731;GO:0006281;GO:0006287;GO:0006297;GO:0006974;GO:0043625;GO:0045004;GO:0070987,"base-excision repair, gap-filling;delta DNA polymerase complex;DNA damage response;DNA repair;DNA replication proofreading;DNA synthesis involved in DNA repair;error-free translesion synthesis;nucleotide-excision repair complex;nucleotide-excision repair, DNA gap filling"
POLD2,GO8,GO:0006281;GO:0006974;GO:0042276;GO:0043625,delta DNA polymerase complex;DNA damage response;DNA repair;error-prone translesion synthesis
POLD3,GO8,GO:0000731;GO:0006281;GO:0006297;GO:0006298;GO:0006974;GO:0042276;GO:0043625;GO:1904161,"delta DNA polymerase complex;DNA damage response;DNA repair;DNA synthesis involved in DNA repair;DNA synthesis involved in UV-damage excision repair;error-prone translesion synthesis;mismatch repair;nucleotide-excision repair, DNA gap filling"
POLD4,GO8,GO:0000731;GO:0006281;GO:0006974;GO:0043625,delta DNA polymerase complex;DNA damage response;DNA repair;DNA synthesis involved in DNA repair
POLDIP2,GO8,GO:0006281;GO:0006974;GO:0070987,DNA damage response;DNA repair;error-free translesion synthesis
POLDIP3,GO8,GO:0000346,transcription export complex
POLE,GO8,GO:0000731;GO:0006281;GO:0006287;GO:0006297;GO:0006974;GO:0008622;GO:0045004,"base-excision repair, gap-filling;DNA damage response;DNA repair;DNA replication proofreading;DNA synthesis involved in DNA repair;epsilon DNA polymerase complex;nucleotide-excision repair, DNA gap filling"
POLE2,GO8,GO:0006281;GO:0008622;GO:0042276,DNA repair;epsilon DNA polymerase complex;error-prone translesion synthesis
POLE3,GO8,GO:0006974;GO:0008622;GO:0008623,CHRAC;DNA damage response;epsilon DNA polymerase complex
POLE4,GO8,GO:0008622,epsilon DNA polymerase complex
POLG,GO8,GO:0006284;GO:0006287;GO:0045004,"base-excision repair;base-excision repair, gap-filling;DNA replication proofreading"
POLH,GO8,GO:0000731;GO:0006281;GO:0006290;GO:0006301;GO:0006974;GO:0019985;GO:0042276;GO:0070987,DNA damage response;DNA damage tolerance;DNA repair;DNA synthesis involved in DNA repair;error-free translesion synthesis;error-prone translesion synthesis;pyrimidine dimer repair;translesion synthesis
POLI,GO8,GO:0006281;GO:0006974;GO:0019985;GO:0042276,DNA damage response;DNA repair;error-prone translesion synthesis;translesion synthesis
POLK,GO8,GO:0006281;GO:0006297;GO:0006974;GO:0019985;GO:0042276,"DNA damage response;DNA repair;error-prone translesion synthesis;nucleotide-excision repair, DNA gap filling;translesion synthesis"
POLL,GO8,GO:0000724;GO:0006281;GO:0006287;GO:0006289;GO:0006303;GO:0006974,"base-excision repair, gap-filling;DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining;nucleotide-excision repair"
POLM,GO8,GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via nonhomologous end joining
POLN,GO8,GO:0000724;GO:0006281;GO:0006302;GO:0006974;GO:0019985;GO:0036297,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;interstrand cross-link repair;translesion synthesis
POLQ,GO8,GO:0006281;GO:0006284;GO:0006302;GO:0006974;GO:0042276;GO:0097681,base-excision repair;DNA damage response;DNA repair;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;error-prone translesion synthesis
POLR1A,GO8,GO:0005736,RNA polymerase I complex
POLR1B,GO8,GO:0005736,RNA polymerase I complex
POLR1C,GO8,GO:0005666;GO:0005736,RNA polymerase I complex;RNA polymerase III complex
POLR1D,GO8,GO:0005666;GO:0005736,RNA polymerase I complex;RNA polymerase III complex
POLR1E,GO8,GO:0005736,RNA polymerase I complex
POLR2A,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2B,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2C,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2D,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2E,GO8,GO:0005665;GO:0005666;GO:0005736,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
POLR2F,GO8,GO:0005665;GO:0005666;GO:0005736,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
POLR2G,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2H,GO8,GO:0005665;GO:0005666;GO:0005736,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
POLR2I,GO8,GO:0005665;GO:0006283,"RNA polymerase II, core complex;transcription-coupled nucleotide-excision repair"
POLR2J,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2J2,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2J3,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR2K,GO8,GO:0005665;GO:0005666;GO:0005736,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
POLR2L,GO8,GO:0005665;GO:0005666;GO:0005736,"RNA polymerase I complex;RNA polymerase II, core complex;RNA polymerase III complex"
POLR2M,GO8,GO:0005665,"RNA polymerase II, core complex"
POLR3A,GO8,GO:0005666,RNA polymerase III complex
POLR3B,GO8,GO:0005666,RNA polymerase III complex
POLR3C,GO8,GO:0005666,RNA polymerase III complex
POLR3D,GO8,GO:0005666,RNA polymerase III complex
POLR3E,GO8,GO:0005666,RNA polymerase III complex
POLR3F,GO8,GO:0005666,RNA polymerase III complex
POLR3G,GO8,GO:0005666,RNA polymerase III complex
POLR3GL,GO8,GO:0005666,RNA polymerase III complex
POLR3H,GO8,GO:0005666,RNA polymerase III complex
POLR3K,GO8,GO:0005666,RNA polymerase III complex
POM121,GO8,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
POM121C,GO8,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
POM121L2,GO8,GO:0005643;GO:0017056,nuclear pore;structural constituent of nuclear pore
POP1,GO8,GO:0005655,nucleolar ribonuclease P complex
POP4,GO8,GO:0005655,nucleolar ribonuclease P complex
POP5,GO8,GO:0005655,nucleolar ribonuclease P complex
POP7,GO8,GO:0005655,nucleolar ribonuclease P complex
POT1,GO8,GO:0000783;GO:0070187,nuclear telomere cap complex;shelterin complex
POU2AF1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
POU2F1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
POU4F1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PPARA,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PPARD,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PPARG,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PPARGC1B,GO8,GO:0016592,mediator complex
PPHLN1,GO8,GO:0140283;GO:0140286,HUSH complex;HUSH2 complex
PPIE,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
PPIH,GO8,GO:0005681;GO:0046540;GO:0071001,spliceosomal complex;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex
PPIL1,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
PPIL2,GO8,GO:0005681;GO:0071006;GO:0071013;GO:0071018,catalytic step 2 spliceosome;spliceosomal complex;U12-type catalytic step 2 spliceosome;U2-type catalytic step 1 spliceosome
PPIL3,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
PPIL4,GO8,GO:0005681;GO:0071006,spliceosomal complex;U2-type catalytic step 1 spliceosome
PPM1D,GO8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator"
PPP1CA,GO8,GO:0043247,telomere maintenance in response to DNA damage
PPP1R15A,GO8,GO:0006974,DNA damage response
PPP1R8,GO8,GO:0005681,spliceosomal complex
PPP2CA,GO8,GO:0032039;GO:0160232,INTAC complex;integrator complex
PPP2R1A,GO8,GO:0032039;GO:0160232,INTAC complex;integrator complex
PPP4C,GO8,GO:0000724,double-strand break repair via homologous recombination
PPP5C,GO8,GO:0006281;GO:0006302;GO:0006974,DNA damage response;DNA repair;double-strand break repair
PPWD1,GO8,GO:0005681;GO:0071006;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex;U2-type catalytic step 1 spliceosome
PRAP1,GO8,GO:0006974;GO:0030330,"DNA damage response;DNA damage response, signal transduction by p53 class mediator"
PRDM4,GO8,GO:0035097,histone methyltransferase complex
PRDM9,GO8,GO:1990918,double-strand break repair involved in meiotic recombination
PRIM1,GO8,GO:0005658,alpha DNA polymerase:primase complex
PRIM2,GO8,GO:0005658,alpha DNA polymerase:primase complex
PRKCD,GO8,GO:0006974,DNA damage response
PRKDC,GO8,GO:0005958;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0008630;GO:0031571;GO:0032040;GO:0070418;GO:0097681,DNA damage response;DNA repair;DNA-dependent protein kinase complex;DNA-dependent protein kinase-DNA ligase 4 complex;double-strand break repair;double-strand break repair via alternative nonhomologous end joining;double-strand break repair via nonhomologous end joining;intrinsic apoptotic signaling pathway in response to DNA damage;mitotic G1 DNA damage checkpoint signaling;small-subunit processome
PRKRIP1,GO8,GO:0005681;GO:0071006;GO:0071007;GO:0071020,post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
PRMT1,GO8,GO:0006974,DNA damage response
PRMT5,GO8,GO:0035097,histone methyltransferase complex
PRMT6,GO8,GO:0006281;GO:0006284;GO:0006974,base-excision repair;DNA damage response;DNA repair
PRPF18,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071021,spliceosomal complex;U2-type post-spliceosomal complex;U4/U6 x U5 tri-snRNP complex;U5 snRNP
PRPF19,GO8,GO:0000077;GO:0005662;GO:0005681;GO:0006281;GO:0006303;GO:0006974;GO:0071006;GO:0071007;GO:0071013;GO:0071014;GO:0071020,catalytic step 2 spliceosome;DNA damage checkpoint signaling;DNA damage response;DNA repair;DNA replication factor A complex;double-strand break repair via nonhomologous end joining;post-mRNA release spliceosomal complex;post-spliceosomal complex;spliceosomal complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome
PRPF3,GO8,GO:0005681;GO:0005687;GO:0005690;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071016,precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex
PRPF31,GO8,GO:0005681;GO:0005684;GO:0005687;GO:0005690;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071016;GO:0071339;GO:0097526,MLL1 complex;precatalytic spliceosome;spliceosomal complex;spliceosomal tri-snRNP complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U2-type spliceosomal complex;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex
PRPF38A,GO8,GO:0005681;GO:0071005;GO:0071011,precatalytic spliceosome;spliceosomal complex;U2-type precatalytic spliceosome
PRPF38B,GO8,GO:0005681;GO:0071011,precatalytic spliceosome;spliceosomal complex
PRPF39,GO8,GO:0000243;GO:0005685;GO:0071004,commitment complex;U1 snRNP;U2-type prespliceosome
PRPF4,GO8,GO:0005681;GO:0005687;GO:0005690;GO:0046540;GO:0071001;GO:0071002;GO:0071005;GO:0071009;GO:0071011;GO:0071016;GO:0097525,precatalytic spliceosome;spliceosomal complex;spliceosomal snRNP complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4 snRNP;U4/U6 snRNP;U4/U6 x U5 tri-snRNP complex;U4atac snRNP;U4atac/U6atac snRNP;U4atac/U6atac x U5 tri-snRNP complex
PRPF40A,GO8,GO:0005685;GO:0071004,U1 snRNP;U2-type prespliceosome
PRPF40B,GO8,GO:0005685;GO:0071004,U1 snRNP;U2-type prespliceosome
PRPF6,GO8,GO:0005681;GO:0005682;GO:0046540;GO:0071005;GO:0071009;GO:0071011;GO:0071013;GO:0071016,catalytic step 2 spliceosome;precatalytic spliceosome;spliceosomal complex;U12-type precatalytic spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
PRPF8,GO8,GO:0005681;GO:0005682;GO:0030532;GO:0046540;GO:0071005;GO:0071006;GO:0071007;GO:0071009;GO:0071011;GO:0071013;GO:0071014;GO:0071016;GO:0071018;GO:0071020,catalytic step 2 spliceosome;post-mRNA release spliceosomal complex;post-spliceosomal complex;precatalytic spliceosome;small nuclear ribonucleoprotein complex;spliceosomal complex;U12-type catalytic step 2 spliceosome;U12-type precatalytic spliceosome;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome;U2-type precatalytic spliceosome;U4/U6 x U5 tri-snRNP complex;U4atac/U6atac x U5 tri-snRNP complex;U5 snRNP
PSEN1,GO8,GO:0006974,DNA damage response
PSMA1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA2,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA3,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA4,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA5,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA6,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMA7,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB2,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB3,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB4,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB5,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB6,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMB7,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSMC3IP,GO8,GO:0000794,condensed nuclear chromosome
PSMC5,GO8,GO:0031595,nuclear proteasome complex
PSMD14,GO8,GO:0000724;GO:0006281;GO:0006303;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination;double-strand break repair via nonhomologous end joining
PSME4,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PSPC1,GO8,GO:0090575,RNA polymerase II transcription regulator complex
PTBP2,GO8,GO:0005681,spliceosomal complex
PTGES3,GO8,GO:0005697,telomerase holoenzyme complex
PTPN11,GO8,GO:0000077,DNA damage checkpoint signaling
PTTG1,GO8,GO:0006281;GO:0006974,DNA damage response;DNA repair
PWP2,GO8,GO:0032040;GO:0034388,Pwp2p-containing subcomplex of 90S preribosome;small-subunit processome
PYCARD,GO8,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
PYGO2,GO8,GO:1990907,beta-catenin-TCF complex
R3HCC1L,GO8,GO:0035145,exon-exon junction complex
RAD1,GO8,GO:0000077;GO:0006281;GO:0006974;GO:0030896,checkpoint clamp complex;DNA damage checkpoint signaling;DNA damage response;DNA repair
RAD17,GO8,GO:0000077;GO:0006281;GO:0006974;GO:0031573,DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling
RAD18,GO8,GO:0006281;GO:0006301;GO:0006974,DNA damage response;DNA damage tolerance;DNA repair
RAD21,GO8,GO:0000794;GO:0006281;GO:0006302;GO:0006974;GO:1990414,condensed nuclear chromosome;DNA damage response;DNA repair;double-strand break repair;replication-born double-strand break repair via sister chromatid exchange
RAD21L1,GO8,GO:1990414,replication-born double-strand break repair via sister chromatid exchange
RAD23A,GO8,GO:0006281;GO:0006289;GO:0006974;GO:0071942,DNA damage response;DNA repair;nucleotide-excision repair;XPC complex
RAD23B,GO8,GO:0006281;GO:0006289;GO:0006974;GO:0071942,DNA damage response;DNA repair;nucleotide-excision repair;XPC complex
RAD50,GO8,GO:0000724;GO:0000729;GO:0000794;GO:0006281;GO:0006302;GO:0006974;GO:0030870;GO:0070533,BRCA1-C complex;condensed nuclear chromosome;DNA damage response;DNA double-strand break processing;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;Mre11 complex
RAD51,GO8,GO:0000152;GO:0000228;GO:0000724;GO:0000730;GO:0000794;GO:0000800;GO:0006281;GO:0006974;GO:0036297;GO:1990414;GO:1990918,condensed nuclear chromosome;DNA damage response;DNA recombinase assembly;DNA repair;double-strand break repair involved in meiotic recombination;double-strand break repair via homologous recombination;interstrand cross-link repair;lateral element;nuclear chromosome;nuclear ubiquitin ligase complex;replication-born double-strand break repair via sister chromatid exchange
RAD51AP1,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair
RAD51B,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0033063,DNA damage response;DNA repair;double-strand break repair via homologous recombination;Rad51B-Rad51C-Rad51D-XRCC2 complex
RAD51C,GO8,GO:0000707;GO:0000724;GO:0006281;GO:0006974;GO:0033063;GO:0033065;GO:0043596,DNA damage response;DNA repair;double-strand break repair via homologous recombination;meiotic DNA recombinase assembly;nuclear replication fork;Rad51B-Rad51C-Rad51D-XRCC2 complex;Rad51C-XRCC3 complex
RAD51D,GO8,GO:0000724;GO:0006281;GO:0006974;GO:0033063;GO:0036297,DNA damage response;DNA repair;double-strand break repair via homologous recombination;interstrand cross-link repair;Rad51B-Rad51C-Rad51D-XRCC2 complex
RAD52,GO8,GO:0000724;GO:0000730;GO:0006281;GO:0006302;GO:0006974;GO:0010792;GO:0045002,DNA damage response;DNA double-strand break processing involved in repair via single-strand annealing;DNA recombinase assembly;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via single-strand annealing
RAD54B,GO8,GO:0000724;GO:0006281;GO:0006974,DNA damage response;DNA repair;double-strand break repair via homologous recombination
RAD54L,GO8,GO:0000724;GO:0006281;GO:0006302;GO:0006974;GO:0045003,DNA damage response;DNA repair;double-strand break repair;double-strand break repair via homologous recombination;double-strand break repair via synthesis-dependent strand annealing
RAD9A,GO8,GO:0000077;GO:0006281;GO:0006974;GO:0030896;GO:0031573,checkpoint clamp complex;DNA damage checkpoint signaling;DNA damage response;DNA repair;mitotic intra-S DNA damage checkpoint signaling
RAD9B,GO8,GO:0000077;GO:0006281;GO:0030896;GO:0031573,checkpoint clamp complex;DNA damage checkpoint signaling;DNA repair;mitotic intra-S DNA damage checkpoint signaling
RAE1,GO8,GO:0005643,nuclear pore
RALY,GO8,GO:0005681;GO:0071013,catalytic step 2 spliceosome;spliceosomal complex
RAN,GO8,GO:0005643,nuclear pore
RANBP1,GO8,GO:0005643,nuclear pore
RANBP17,GO8,GO:0005643,nuclear pore
RANBP2,GO8,GO:0005643;GO:0044614;GO:0044615,nuclear pore;nuclear pore cytoplasmic filaments;nuclear pore nuclear basket
RANBP3,GO8,GO:0005643,nuclear pore
RANBP3L,GO8,GO:0005643,nuclear pore
RANGAP1,GO8,GO:0005643;GO:0046826,negative regulation of protein export from nucleus;nuclear pore
RARA,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RARB,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RARG,GO8,GO:0090575,RNA polymerase II transcription regulator complex
RB1,GO8,GO:0008024;GO:0016514;GO:0035189;GO:0061793;GO:0090575,chromatin lock complex;cyclin/CDK positive transcription elongation factor complex;Rb-E2F complex;RNA polymerase II transcription regulator complex;SWI/SNF complex
RBBP4,GO8,GO:0000118;GO:0006281;GO:0006974;GO:0016581;GO:0016589;GO:0035098;GO:0070176;GO:0070822;GO:0090575,DNA damage response;DNA repair;DRM complex;ESC/E(Z) complex;histone deacetylase complex;NuRD complex;NURF complex;RNA polymerase II transcription regulator complex;Sin3-type complex
